,Total_floor,Curent_floor,Price,TotalSq,LiveSq,KichSq,RoomSq,new_or_not,house_type,pass_elevator,gruz_elevator,balkon,lodgya,visokiy_potolok,sovmest_sanuz,razdeln_sanuz,exist_sanuz,do_metro_peshkom,do_metro_mashina,past_year,future_year,latitude,longitude,sell_type,phone,status_doma,repair,parking,view_window,otdelka,metro_name
2268,12,8,52000000.0,116.0,72.0,20.0,65,вторичка,монолитный,1,1,1,1,,,,нет,5.0,,2014.0,,55.722142,37.618569,свободная,нет,,отсутствует,,двор,,"Шаболовская,"
2269,17,10,6350000.0,37.0,19.0,7.0,,вторичка,,0,0,1,0,,1.0,,,,8.0,,,55.641661,37.409819,свободная,да,,косметический,,двор и улица,,"Юго-Западная,"
2270,13,7,16350000.0,65.0,40.0,10.0,,вторичка,монолитный,1,1,1,0,,2.0,,,10.0,,,,55.81648,37.702158,свободная,да,,,,двор и улица,,"Бульвар Рокоссовского,"
2271,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
2272,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
2273,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2274,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
2275,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
2276,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
2277,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2278,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
2279,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
2280,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
2281,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
2282,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
2283,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
2284,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
2285,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2286,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2287,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
2288,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
2289,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2290,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
2291,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2292,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2293,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
2294,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2295,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
2296,10,5,112000063070672.0,102.0,75.0,24.0,45,вторичка,монолитный,1,1,0,0,,,,нет,10.0,,2014.0,,55.774867,37.601609,свободная,нет,,отсутствует,,двор,,"Маяковская,"
2297,5,5,125000070391375.0,179.0,95.0,8.0,95,вторичка,панельный дом,1,0,0,0,,1.0,,,7.0,,,,55.744556,37.589482,свободная,,,косметический,наземная,двор,,"Смоленская,"
2298,17,2,5170000.0,44.0,17.6,10.1,17.6,новостройка,панельный дом,1,1,1,0,,,1.0,,10.0,,1913.0,['2016'],55.540475,37.492644,свободная,,,,,двор,,"Бунинская аллея,"
2299,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
2300,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
2301,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2302,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
2303,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
2304,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
2305,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2306,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
2307,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
2308,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
2309,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
2310,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
2311,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
2312,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
2313,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2314,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2315,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
2316,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
2317,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2318,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
2319,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2320,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2321,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
2322,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2323,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
2324,17,7,5400000.0,39.5,19.0,10.0,19,новостройка,монолитный,2,2,0,1,,1.0,,,11.0,,2014.0,['2018'],55.724437,37.744163,214-ФЗ,,,,подземная,,,"Рязанский проспект,"
2325,23,14,46000000.0,90.4,51.0,15.0,48,вторичка,кирпичный,1,1,0,2,,1.0,,,5.0,,,,55.712127,37.49939,свободная,да,,дизайнерский,,двор,,"Университет,"
2326,38,28,113000063633803.0,155.0,100.0,20.0,100,вторичка,,3,1,0,0,,2.0,,,17.0,,,,55.714754,37.504618,свободная,нет,,отсутствует,,двор и улица,,"Ломоносовский проспект,"
2327,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,2006.0,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
2328,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
2329,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2330,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
2331,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
2332,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
2333,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2334,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
2335,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
2336,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
2337,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
2338,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
2339,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
2340,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
2341,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2342,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2343,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
2344,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
2345,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2346,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
2347,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2348,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2349,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
2350,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2351,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
2352,17,7,13990000.0,75.0,45.0,10.0,45,вторичка,панельный дом,1,1,0,2,275.0,,1.0,,10.0,,2014.0,,55.891456,37.64745,,да,,косметический,наземная,двор,,"Медведково,"
2353,14,3,110000000.0,157.6,82.7,22.1,0,вторичка,монолитный,0,0,1,0,,,,нет,10.0,,2002.0,,55.728652,37.573079,свободная,нет,,,,двор,,"Фрунзенская,"
2354,50,41,58800000.0,105.0,58.0,22.0,58,вторичка,монолитный,2,2,0,0,,2.0,,,11.0,,,,55.79848,37.520671,свободная,,,евроремонт,,,,"Сокол,"
2355,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
2356,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
2357,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2358,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
2359,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
2360,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
2361,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2362,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
2363,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
2364,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
2365,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
2366,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
2367,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
2368,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
2369,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2370,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2371,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
2372,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
2373,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2374,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
2375,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2376,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2377,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
2378,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2379,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
2380,28,4,9522830.0,60.9,35.0,,35,новостройка,монолитный,0,0,0,0,,,,нет,13.0,,2014.0,['2017'],55.85379,37.497138,214-ФЗ,,апартаменты,,подземная,,,"Речной вокзал,"
2381,12,9,10790000.0,72.4,43.8,8.3,43.8,вторичка,,2,0,0,3,2.7,,1.0,,,5.0,,,55.824733,37.804763,свободная,,,косметический,наземная,двор,,"Щелковская,"
2382,16,9,6960000.0,59.0,34.6,14.0,34,вторичка,кирпичный,1,1,0,1,2.9,1.0,,,,,1984.0,,55.480368,37.300269,свободная,нет,,дизайнерский,наземная,двор и улица,,
2383,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,2006.0,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
2384,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
2385,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2386,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
2387,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
2388,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
2389,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2390,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
2391,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
2392,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
2393,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
2394,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
2395,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
2396,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
2397,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2398,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
2399,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
2400,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
2401,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2402,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
2403,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
2404,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2405,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
2406,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
2407,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
2408,11,5,105000000.0,186.6,93.0,20.0,92.4,вторичка,монолитный,0,0,1,0,,,,нет,3.0,,2014.0,,55.692008,37.530939,свободная,нет,,,,двор и улица,,"Университет,"
2409,23,4,22500000.0,106.0,70.0,16.0,70,вторичка,монолитный,1,1,0,1,,,2.0,,15.0,,,,55.665969,37.51432,свободная,нет,,отсутствует,,двор,,"Проспект Вернадского,"
2410,9,2,7488211.0,49.6,,,,новостройка,,1,1,1,1,,,,,,6.0,,['2018'],55.729384,37.739991,свободная,,,,,двор и улица,,"Рязанский проспект,"
2411,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
